,Curtailment,Shortfall,Wind + PV + Storage,Wind + PV Generation,Load,State of Charge,Battery Used,Final Diesel Shortfall,Total Diesel Power Supplied,Total Diesel Fuel Used
228,0,4702.61,0.0,0.0,4702.61,0.0,0.0,0.0,4702.61,283.959517571885
229,0,4686.49,0.0,0.0,4686.49,0.0,0.0,0.0,4686.49,282.9861373801917
230,0,4655.82,0.0,0.0,4655.82,0.0,0.0,0.0,4655.82,281.13417891373797
231,0,4615.09,0.0,0.0,4615.09,0.0,0.0,0.0,4615.09,278.6747635782748
232,0,4674.46,0.0,0.0,4674.46,0.0,0.0,0.0,4674.46,282.2597252396166
233,0,4831.78,0.0,0.0,4831.78,0.0,0.0,0.0,4831.78,291.7592396166134
234,0,4839.57,0.0,0.0,4839.57,0.0,0.0,0.0,4839.57,292.22962619808305
235,0,4775.0,0.0,0.0,4775.0,0.0,0.0,0.0,4775.0,288.33067092651754
236,0,4593.9,0.0,0.0,4593.9,0.0,0.0,0.0,4593.9,277.39523961661337
237,0,4511.3,0.0,0.0,4511.3,0.0,0.0,0.0,4511.3,272.407571884984
238,0,4296.38,0.0,0.0,4296.38,0.0,0.0,0.0,4296.38,259.42997444089457
239,0,4053.02,0.0,0.0,4053.02,0.0,0.0,0.0,4053.02,244.7350734824281
240,0,3894.23,0.0,0.0,3894.23,0.0,0.0,0.0,3894.23,235.14679552715654
241,0,3783.51,0.0,0.0,3783.51,0.0,0.0,0.0,3783.51,228.46114696485623
242,0,3756.92,0.0,0.0,3756.92,0.0,0.0,0.0,3756.92,226.85555271565497
243,0,3755.79,0.0,0.0,3755.79,0.0,0.0,0.0,3755.79,226.78731948881787
244,0,3758.59,0.0,0.0,3758.59,0.0,0.0,0.0,3758.59,226.956392971246
245,0,3866.81,0.0,0.0,3866.81,0.0,0.0,0.0,3866.81,233.49108306709263
246,0,4130.48,0.0,0.0,4130.48,0.0,0.0,0.0,4130.48,249.41237060702872
247,0,4442.78,0.0,0.0,4442.78,0.0,0.0,0.0,4442.78,268.2701022364217
248,0,4566.82,0.0,0.0,4566.82,0.0,0.0,0.0,4566.82,275.7600575079872
249,0,4595.44,0.0,0.0,4595.44,0.0,0.0,0.0,4595.44,277.48823003194883
250,0,4689.42,0.0,0.0,4689.42,0.0,0.0,0.0,4689.42,283.1630607028754
251,0,4574.85,0.0,0.0,4574.85,0.0,0.0,0.0,4574.85,276.24493610223647
252,0,4534.67,0.0,0.0,4534.67,0.0,0.0,0.0,4534.67,273.81873162939297
253,0,4565.25,0.0,0.0,4565.25,0.0,0.0,0.0,4565.25,275.6652555910543
254,0,4572.27,0.0,0.0,4572.27,0.0,0.0,0.0,4572.27,276.08914696485624
255,0,4544.91,0.0,0.0,4544.91,0.0,0.0,0.0,4544.91,274.4370575079872
256,0,4565.32,0.0,0.0,4565.32,0.0,0.0,0.0,4565.32,275.669482428115
257,0,4673.11,0.0,0.0,4673.11,0.0,0.0,0.0,4673.11,282.1782076677316
258,0,4674.13,0.0,0.0,4674.13,0.0,0.0,0.0,4674.13,282.2397987220447
259,0,4569.34,0.0,0.0,4569.34,0.0,0.0,0.0,4569.34,275.91222364217253
260,0,4490.86,0.0,0.0,4490.86,0.0,0.0,0.0,4490.86,271.17333546325875
261,0,4315.97,0.0,0.0,4315.97,0.0,0.0,0.0,4315.97,260.6128849840256
262,0,4156.03,0.0,0.0,4156.03,0.0,0.0,0.0,4156.03,250.95516613418528
263,0,4003.48,0.0,0.0,4003.48,0.0,0.0,0.0,4003.48,241.7436805111821
264,0,3836.13,0.0,0.0,3836.13,0.0,0.0,0.0,3836.13,231.63852076677315
265,0,3745.53,0.0,0.0,3745.53,0.0,0.0,0.0,3745.53,226.16778594249203
266,0,3690.69,0.0,0.0,3690.69,0.0,0.0,0.0,3690.69,222.8563610223642
267,0,3678.22,0.0,0.0,3678.22,0.0,0.0,0.0,3678.22,222.10338019169328
268,0,3704.3,0.0,0.0,3704.3,0.0,0.0,0.0,3704.3,223.67817891373804
269,0,3793.23,0.0,0.0,3793.23,0.0,0.0,0.0,3793.23,229.04807348242812
270,0,4072.15,0.0,0.0,4072.15,0.0,0.0,0.0,4072.15,245.89020766773163
271,0,4388.07,0.0,0.0,4388.07,0.0,0.0,0.0,4388.07,264.9665271565495
272,0,4553.27,0.0,0.0,4553.27,0.0,0.0,0.0,4553.27,274.9418626198083
273,0,4628.41,0.0,0.0,4628.41,0.0,0.0,0.0,4628.41,279.4790702875399
274,0,4711.2,0.0,0.0,4711.2,0.0,0.0,0.0,4711.2,284.4782108626198
275,0,4647.42,0.0,0.0,4647.42,0.0,0.0,0.0,4647.42,280.6269584664537
276,0,4656.47,0.0,0.0,4656.47,0.0,0.0,0.0,4656.47,281.173428115016
277,0,4598.63,0.0,0.0,4598.63,0.0,0.0,0.0,4598.63,277.6808530351438
278,0,4490.59,0.0,0.0,4490.59,0.0,0.0,0.0,4490.59,271.1570319488818
279,0,4540.0,0.0,0.0,4540.0,0.0,0.0,0.0,4540.0,274.1405750798722
280,0,4600.12,0.0,0.0,4600.12,0.0,0.0,0.0,4600.12,277.77082428115017
281,0,4525.72,0.0,0.0,4525.72,0.0,0.0,0.0,4525.72,273.27830031948884
282,0,4769.79,0.0,0.0,4769.79,0.0,0.0,0.0,4769.79,288.0160734824281
283,0,4729.29,0.0,0.0,4729.29,0.0,0.0,0.0,4729.29,285.5705463258786
284,0,4602.28,0.0,0.0,4602.28,0.0,0.0,0.0,4602.28,277.9012523961661
285,0,4441.31,0.0,0.0,4441.31,0.0,0.0,0.0,4441.31,268.18133865814696
286,0,4259.6,0.0,0.0,4259.6,0.0,0.0,0.0,4259.6,257.20907348242815
287,0,3997.34,0.0,0.0,3997.34,0.0,0.0,0.0,3997.34,241.3729265175719
288,0,3869.02,0.0,0.0,3869.02,0.0,0.0,0.0,3869.02,233.6245303514377
289,0,3758.81,0.0,0.0,3758.81,0.0,0.0,0.0,3758.81,226.9696773162939
